"","x","age","workclass","education","educational.num","marital.status","race","gender","hours.per.week","income"
"22876",22876,44,"Private","HS-grad",9,"Never-married","Black","Female",38,"<=50K"
"9174",9174,30,"Private","HS-grad",9,"Married-civ-spouse","White","Male",42,"<=50K"
"14372",14372,51,"State-gov","7th-8th",4,"Married-civ-spouse","White","Male",40,"<=50K"
"29075",29075,33,"Private","Bachelors",13,"Married-civ-spouse","White","Male",55,">50K"
"6623",6623,68,"Private","12th",8,"Married-civ-spouse","White","Male",35,"<=50K"
"30438",30438,21,"Private","Some-college",10,"Never-married","White","Male",65,"<=50K"
"37859",37859,37,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"25530",25530,38,"Local-gov","Some-college",10,"Divorced","Black","Female",45,"<=50K"
"16249",16249,25,"Private","HS-grad",9,"Divorced","Black","Male",40,"<=50K"
"8212",8212,32,"Local-gov","Assoc-acdm",12,"Married-civ-spouse","White","Male",40,">50K"
"45446",45446,42,"Local-gov","HS-grad",9,"Divorced","Black","Male",40,"<=50K"
"27303",27303,52,"Private","Doctorate",16,"Married-civ-spouse","White","Male",57,">50K"
"46822",46822,30,"Self-emp-not-inc","Assoc-acdm",12,"Never-married","White","Male",40,"<=50K"
"4003",4003,51,"Private","HS-grad",9,"Divorced","White","Male",80,"<=50K"
"29902",29902,45,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"36462",36462,54,"Private","10th",6,"Divorced","White","Female",40,"<=50K"
"40254",40254,47,"Private","Masters",14,"Divorced","White","Female",40,"<=50K"
"44376",44376,34,"Self-emp-inc","Bachelors",13,"Never-married","White","Female",62,">50K"
"746",746,40,"Private","HS-grad",9,"Divorced","Black","Female",28,"<=50K"
"35740",35740,52,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,"<=50K"
"32065",32065,43,"Federal-gov","Doctorate",16,"Separated","Black","Female",24,">50K"
"35322",35322,42,"Private","HS-grad",9,"Married-civ-spouse","White","Female",40,"<=50K"
"29173",29173,51,"Private","11th",7,"Married-civ-spouse","White","Male",40,"<=50K"
"33784",33784,46,"Self-emp-inc","Masters",14,"Divorced","White","Male",60,">50K"
"5757",5757,57,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"42127",42127,29,"State-gov","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"18131",18131,32,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",45,">50K"
"47297",47297,60,"Private","Bachelors",13,"Married-civ-spouse","White","Male",45,">50K"
"35088",35088,56,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"12040",12040,40,"State-gov","Doctorate",16,"Married-civ-spouse","Asian-Pac-Islander","Male",40,">50K"
"41139",41139,53,"Private","Some-college",10,"Never-married","Black","Female",40,"<=50K"
"13912",13912,29,"Private","Assoc-voc",11,"Never-married","White","Female",40,"<=50K"
"11379",11379,25,"Private","Assoc-acdm",12,"Divorced","White","Female",32,"<=50K"
"16723",16723,45,"Private","HS-grad",9,"Divorced","White","Female",28,"<=50K"
"29770",29770,23,"Private","Assoc-voc",11,"Never-married","Black","Female",40,"<=50K"
"36799",36799,46,"Private","HS-grad",9,"Married-civ-spouse","Amer-Indian-Eskimo","Male",40,"<=50K"
"2444",2444,21,"Private","Some-college",10,"Never-married","White","Female",29,"<=50K"
"41544",41544,34,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Male",44,"<=50K"
"26116",26116,29,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"23767",23767,43,"Private","Masters",14,"Married-civ-spouse","White","Female",45,">50K"
"483",483,21,"Private","Some-college",10,"Never-married","Black","Male",17,"<=50K"
"23616",23616,38,"Private","10th",6,"Married-civ-spouse","Black","Male",45,"<=50K"
"43527",43527,43,"Private","Masters",14,"Divorced","White","Female",40,">50K"
"36354",36354,65,"?","HS-grad",9,"Married-civ-spouse","White","Male",1,">50K"
"7958",7958,63,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"11744",11744,67,"Private","Bachelors",13,"Married-civ-spouse","White","Male",45,"<=50K"
"5984",5984,25,"Private","Some-college",10,"Never-married","White","Male",75,"<=50K"
"30081",30081,22,"Private","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"30361",30361,24,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"14182",14182,51,"Private","Masters",14,"Married-civ-spouse","White","Male",70,">50K"
"41962",41962,38,"Local-gov","Bachelors",13,"Married-civ-spouse","Black","Female",40,">50K"
"26010",26010,46,"Private","HS-grad",9,"Divorced","White","Male",20,"<=50K"
"12449",12449,23,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"6185",6185,48,"Local-gov","Assoc-acdm",12,"Married-civ-spouse","White","Male",40,">50K"
"24038",24038,31,"Private","11th",7,"Divorced","Black","Male",40,"<=50K"
"18931",18931,28,"Private","HS-grad",9,"Married-civ-spouse","White","Female",40,"<=50K"
"255",255,28,"Private","Bachelors",13,"Never-married","White","Male",50,"<=50K"
"47876",47876,56,"?","10th",6,"Divorced","White","Female",40,"<=50K"
"20552",20552,52,"Federal-gov","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"26194",26194,31,"Private","Some-college",10,"Divorced","White","Female",40,"<=50K"
"5335",5335,19,"Self-emp-not-inc","HS-grad",9,"Never-married","White","Male",20,"<=50K"
"38074",38074,33,"Private","HS-grad",9,"Married-civ-spouse","White","Male",60,">50K"
"12135",12135,53,"Self-emp-inc","10th",6,"Married-civ-spouse","White","Male",60,"<=50K"
"32885",32885,30,"Private","Assoc-acdm",12,"Divorced","White","Female",40,"<=50K"
"5767",5767,32,"Private","HS-grad",9,"Married-civ-spouse","White","Male",46,">50K"
"73",73,30,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"13786",13786,22,"Private","Some-college",10,"Never-married","White","Female",30,"<=50K"
"41832",41832,40,"Private","Some-college",10,"Divorced","White","Male",40,"<=50K"
"45085",45085,45,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",48,">50K"
"30969",30969,58,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Male",50,">50K"
"2447",2447,28,"Private","Assoc-voc",11,"Never-married","Amer-Indian-Eskimo","Male",40,"<=50K"
"43541",43541,66,"Private","Bachelors",13,"Widowed","White","Male",12,"<=50K"
"45183",45183,59,"Private","HS-grad",9,"Never-married","White","Male",50,"<=50K"
"18438",18438,26,"Private","Some-college",10,"Married-civ-spouse","Black","Male",40,"<=50K"
"3441",3441,29,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"46349",46349,31,"Local-gov","Bachelors",13,"Never-married","White","Male",40,">50K"
"27240",27240,56,"Federal-gov","Doctorate",16,"Married-civ-spouse","White","Male",40,">50K"
"39791",39791,62,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"46312",46312,51,"Private","HS-grad",9,"Widowed","White","Female",40,"<=50K"
"47328",47328,50,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",80,"<=50K"
"21568",21568,25,"Private","9th",5,"Separated","White","Male",40,"<=50K"
"47451",47451,23,"Private","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"36987",36987,33,"Local-gov","Assoc-voc",11,"Married-civ-spouse","White","Male",40,"<=50K"
"47438",47438,20,"Private","9th",5,"Never-married","White","Male",28,"<=50K"
"38961",38961,47,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",35,"<=50K"
"45607",45607,20,"?","Some-college",10,"Never-married","White","Female",15,"<=50K"
"25430",25430,21,"?","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"1800",1800,20,"Private","Some-college",10,"Never-married","White","Female",25,"<=50K"
"4738",4738,36,"Private","Bachelors",13,"Never-married","White","Female",45,"<=50K"
"13189",13189,40,"Private","7th-8th",4,"Married-civ-spouse","White","Male",40,"<=50K"
"16399",16399,49,"Local-gov","Assoc-voc",11,"Married-civ-spouse","Black","Male",40,">50K"
"24583",24583,51,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"41348",41348,26,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"7151",7151,51,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"45030",45030,48,"Private","Masters",14,"Married-civ-spouse","White","Male",50,">50K"
"45474",45474,52,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"44338",44338,63,"Private","1st-4th",2,"Widowed","White","Female",44,"<=50K"
"38849",38849,47,"Private","HS-grad",9,"Divorced","White","Female",4,"<=50K"
"19721",19721,40,"?","Bachelors",13,"Divorced","White","Female",50,"<=50K"
"9064",9064,18,"Private","HS-grad",9,"Never-married","White","Female",30,"<=50K"
"47805",47805,49,"Local-gov","Assoc-voc",11,"Married-civ-spouse","White","Male",40,">50K"
"5093",5093,57,"Self-emp-not-inc","11th",7,"Divorced","White","Male",50,"<=50K"
"16223",16223,19,"Private","HS-grad",9,"Never-married","White","Female",20,"<=50K"
"2481",2481,41,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"1454",1454,37,"Private","HS-grad",9,"Never-married","Asian-Pac-Islander","Female",17,"<=50K"
"47975",47975,46,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"15758",15758,51,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"26615",26615,47,"Local-gov","Bachelors",13,"Separated","White","Female",70,"<=50K"
"28709",28709,28,"Private","Masters",14,"Divorced","White","Female",50,"<=50K"
"20170",20170,46,"Self-emp-not-inc","HS-grad",9,"Separated","White","Male",40,"<=50K"
"9219",9219,40,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"33214",33214,21,"Private","10th",6,"Never-married","Other","Male",40,"<=50K"
"35257",35257,62,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","White","Male",80,"<=50K"
"23504",23504,29,"Private","HS-grad",9,"Married-civ-spouse","White","Female",40,">50K"
"44540",44540,28,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,">50K"
"740",740,37,"Local-gov","Assoc-acdm",12,"Married-spouse-absent","Black","Female",50,"<=50K"
"23893",23893,22,"?","Some-college",10,"Never-married","White","Male",50,"<=50K"
"28839",28839,34,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",48,"<=50K"
"41661",41661,45,"State-gov","Masters",14,"Divorced","White","Male",45,"<=50K"
"24801",24801,41,"Private","HS-grad",9,"Separated","Black","Female",40,"<=50K"
"28121",28121,42,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"21377",21377,24,"State-gov","Some-college",10,"Married-civ-spouse","White","Female",45,"<=50K"
"46858",46858,46,"Private","Assoc-acdm",12,"Widowed","White","Female",40,"<=50K"
"4126",4126,34,"Private","Some-college",10,"Never-married","Black","Male",30,"<=50K"
"43383",43383,35,"Federal-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"15933",15933,22,"Private","Some-college",10,"Never-married","White","Female",20,"<=50K"
"48763",48763,52,"Private","Assoc-voc",11,"Separated","White","Female",40,"<=50K"
"40664",40664,27,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"26728",26728,51,"Federal-gov","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"1518",1518,69,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"31692",31692,31,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"18466",18466,63,"Self-emp-inc","Masters",14,"Married-civ-spouse","White","Male",68,">50K"
"41798",41798,54,"Private","10th",6,"Married-civ-spouse","Black","Male",40,"<=50K"
"30829",30829,39,"Self-emp-not-inc","HS-grad",9,"Never-married","White","Female",4,"<=50K"
"24258",24258,34,"Private","Masters",14,"Married-civ-spouse","White","Male",55,">50K"
"26691",26691,39,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"9343",9343,38,"Self-emp-not-inc","HS-grad",9,"Never-married","White","Female",50,"<=50K"
"43574",43574,36,"Private","Some-college",10,"Married-civ-spouse","White","Male",50,"<=50K"
"17329",17329,23,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"2129",2129,57,"Private","HS-grad",9,"Divorced","White","Female",44,"<=50K"
"24476",24476,22,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"45523",45523,33,"Private","Prof-school",15,"Married-civ-spouse","White","Male",50,">50K"
"39018",39018,34,"State-gov","Masters",14,"Never-married","White","Female",40,"<=50K"
"22971",22971,36,"Private","HS-grad",9,"Married-civ-spouse","White","Male",60,">50K"
"22906",22906,90,"Private","11th",7,"Married-civ-spouse","White","Male",40,"<=50K"
"48151",48151,34,"Self-emp-inc","Some-college",10,"Married-civ-spouse","White","Male",65,">50K"
"43836",43836,60,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"24926",24926,42,"Private","Some-college",10,"Never-married","Black","Female",40,"<=50K"
"30689",30689,36,"Local-gov","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"3534",3534,42,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"34179",34179,21,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,"<=50K"
"30896",30896,22,"Private","Bachelors",13,"Never-married","White","Female",25,"<=50K"
"27025",27025,28,"Private","HS-grad",9,"Never-married","White","Male",60,"<=50K"
"12411",12411,32,"Private","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"9159",9159,49,"Self-emp-inc","Masters",14,"Never-married","White","Female",35,">50K"
"8869",8869,55,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",80,"<=50K"
"7002",7002,46,"State-gov","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"7288",7288,22,"Private","Some-college",10,"Never-married","Black","Female",40,"<=50K"
"47442",47442,34,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",35,"<=50K"
"45119",45119,56,"Private","10th",6,"Married-civ-spouse","White","Male",40,"<=50K"
"35008",35008,20,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"18266",18266,60,"Self-emp-inc","Some-college",10,"Married-civ-spouse","White","Male",50,">50K"
"499",499,34,"Private","5th-6th",3,"Never-married","Asian-Pac-Islander","Male",40,"<=50K"
"16027",16027,23,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"41472",41472,42,"Private","Some-college",10,"Married-civ-spouse","White","Male",50,">50K"
"37892",37892,48,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,">50K"
"32628",32628,22,"?","7th-8th",4,"Never-married","White","Female",40,"<=50K"
"17359",17359,22,"Private","Bachelors",13,"Never-married","Asian-Pac-Islander","Male",50,"<=50K"
"39357",39357,47,"Private","HS-grad",9,"Divorced","White","Female",4,"<=50K"
"17935",17935,34,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"16584",16584,31,"Private","HS-grad",9,"Married-civ-spouse","White","Male",45,">50K"
"23111",23111,24,"Private","9th",5,"Never-married","White","Male",12,"<=50K"
"24058",24058,27,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"33333",33333,61,"Self-emp-inc","Some-college",10,"Married-civ-spouse","White","Male",35,">50K"
"3124",3124,22,"Private","Some-college",10,"Never-married","Asian-Pac-Islander","Female",40,"<=50K"
"30755",30755,53,"Local-gov","Assoc-acdm",12,"Never-married","Black","Male",40,"<=50K"
"17676",17676,43,"Private","10th",6,"Never-married","Black","Male",40,"<=50K"
"33636",33636,19,"Private","Some-college",10,"Never-married","White","Female",15,"<=50K"
"40283",40283,23,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"12593",12593,25,"Private","HS-grad",9,"Never-married","Black","Male",40,"<=50K"
"30221",30221,35,"Private","HS-grad",9,"Married-civ-spouse","White","Male",30,"<=50K"
"23326",23326,30,"Private","11th",7,"Married-civ-spouse","White","Male",40,"<=50K"
"33171",33171,33,"Private","Assoc-acdm",12,"Divorced","White","Male",50,"<=50K"
"45801",45801,38,"Private","Some-college",10,"Divorced","Black","Male",55,"<=50K"
"44960",44960,33,"Private","Some-college",10,"Married-civ-spouse","White","Male",60,">50K"
"26685",26685,28,"Private","11th",7,"Never-married","White","Male",40,"<=50K"
"22086",22086,23,"Self-emp-not-inc","Some-college",10,"Never-married","White","Male",35,"<=50K"
"7215",7215,20,"Private","HS-grad",9,"Never-married","Black","Male",40,"<=50K"
"21165",21165,26,"Private","Some-college",10,"Never-married","White","Male",45,"<=50K"
"45937",45937,48,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"20498",20498,34,"Private","Some-college",10,"Never-married","Black","Male",30,"<=50K"
"23610",23610,45,"Private","7th-8th",4,"Divorced","Black","Female",35,"<=50K"
"21356",21356,45,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"12179",12179,30,"Private","Bachelors",13,"Never-married","Black","Female",40,"<=50K"
"1956",1956,27,"?","Some-college",10,"Divorced","Amer-Indian-Eskimo","Female",40,"<=50K"
"27595",27595,19,"Private","Some-college",10,"Never-married","White","Female",9,"<=50K"
"2557",2557,27,"?","HS-grad",9,"Separated","White","Female",50,"<=50K"
"37808",37808,37,"Private","10th",6,"Married-civ-spouse","White","Male",48,"<=50K"
"20924",20924,21,"Private","7th-8th",4,"Never-married","White","Male",48,"<=50K"
"17270",17270,44,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"2765",2765,22,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"1334",1334,26,"Private","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"4667",4667,24,"Private","Bachelors",13,"Never-married","White","Male",42,"<=50K"
"22657",22657,50,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",20,"<=50K"
